"","Absolute.Magnitude","Close.Approach.Date","Epoch.Date.Close.Approach","Relative.Velocity.km.per.sec","Miles.per.hour","Miss.Dist..kilometers.","Orbit.ID","Orbit.Uncertainity","Minimum.Orbit.Intersection","Jupiter.Tisserand.Invariant","Epoch.Osculation","Eccentricity","Semi.Major.Axis","Inclination","Asc.Node.Longitude","Orbital.Period","Perihelion.Distance","Perihelion.Arg","Aphelion.Dist","Perihelion.Time","Mean.Anomaly","Mean.Motion","Equinox"
"25",22.8,"1995-03-08",794649600000,11.7404134833,26262.1309208533,49843512,7,6,0.0452308,6.708,2458000.5,0.513906570440738,0.865355364715251,6.81269289848036,64.1262750262719,294.028997023525,0.420643557021943,292.883188064574,1.31006717240856,2457885.99367027,140.198004684855,1.22436903721845,"J2000"
"26",23.6,"1995-03-15",795254400000,3.8380167643,8585.2597000614,12937927,21,0,0.0231683,5.694,2458000.5,0.175528100297145,1.08505391952708,1.49970798724319,143.972093446893,412.833951981386,0.894596466312521,2.12464714448126,1.27551137274164,2458019.67604101,343.278083764818,0.872021301233073,"J2000"
"27",21.7,"1995-03-22",795859200000,7.5148753568,16810.0246856022,74676320,39,0,0.072723,4.988,2458000.5,0.180694935438484,1.29871285388424,2.88384826750071,42.7745945849694,540.5901587784,1.06404201859849,283.678905883017,1.53338368916998,2458116.95525142,282.447921347354,0.665938870980394,"J2000"
"28",20.1,"1995-03-22",795859200000,14.3828211868,32172.9327128167,62975644,27,0,0.286119,5.55,2458000.5,0.608529112903492,1.0677295653982,19.7660942145188,228.348309578269,402.986344143219,0.417985040145603,179.905593092836,1.7174740906508,2458175.96195684,203.254479012477,0.893330519090886,"J2000"
"29",27.4,"1995-03-22",795859200000,7.3391408326,16416.9241284594,10631156,7,7,0.00184403,5.435,2458000.5,0.221635471193458,1.14962248448415,7.43078591453331,330.783199819839,450.22675606741,0.894825363440914,290.483642842627,1.40441960552739,2457820.16343595,144.196590234732,0.799597081134154,"J2000"
"30",23.9,"1995-03-22",795859200000,10.5995937061,23710.23116115,58869008,11,5,0.110326,4.698,2458000.5,0.225484982477186,1.40832575571562,8.11396231201178,158.226055787611,610.454233045997,1.09076944736591,28.4122281973256,1.72588206406532,2457721.45141572,164.561870327472,0.589724799193709,"J2000"
"31",26.9,"1995-03-22",795859200000,22.8246286413,51056.411807775,70754448,5,7,0.00602602,6.938,2458000.5,0.299733270380351,0.841631580524263,10.2769400280011,171.177258057229,282.021008690968,0.589366594438342,218.220492107124,1.09389656661018,2457932.07860781,87.3399513801906,1.27650064678153,"J2000"
"32",17.3,"1995-04-08",797324400000,22.9603499373,51360.0067747285,12975059,69,0,0.0591071,3.12,2458000.5,0.776643888773454,2.26319603381811,9.06450717374057,352.691410764323,1243.60278773399,0.505498665056956,299.739334196395,4.02089340257927,2458582.73296167,191.454329091335,0.289481499680432,"J2000"
"33",26.5,"1995-04-08",797324400000,7.5164621883,16813.5742690112,35312740,17,1,0.00576149,6.132,2458000.5,0.0139484975142376,0.988667858326567,4.32090819981325,264.405602216797,359.065806818629,0.974877427162292,87.816443038959,1.00245828949084,2457942.4071178,58.2440243419709,1.00260173250594,"J2000"
"34",18.8,"1995-04-08",797324400000,21.5347344882,48171.0475765955,69933392,36,1,0.264451,3.214,2458000.5,0.444599779749742,2.25057462919557,40.074906324106,190.802322714037,1233.21430837665,1.24996964474486,16.1745500290016,3.25117961364628,2458488.26358553,217.612022828001,0.291920064140261,"J2000"
"35",20.8,"1995-04-15",797929200000,8.1878859535,18315.4820894296,57238648,32,2,0.0497576,5.797,2458000.5,0.296206128798872,1.05207940264093,7.90647349638984,128.840540796347,394.158779169758,0.740447035595629,242.293197578416,1.36371176968623,2457881.08568177,109.065576703302,0.913337515298507,"J2000"
"36",25.6,"1995-04-15",797929200000,14.0912031607,31520.6123501468,40237380,10,7,0.024568,6.797,2458000.5,0.198610406795822,0.863323089035634,15.2906013411329,18.6394879034044,292.993820551631,0.691858139126041,344.800531444118,1.03478803894523,2458132.94505947,197.265436793637,1.22869485548267,"J2000"
"37",18.9,"1995-05-08",799916400000,14.3425306846,32082.8068884513,33947260,52,0,0.00433054,3.539,2458000.5,0.532484748260494,2.10401812174821,8.16852452420912,299.021681567557,1114.73757650141,0.983660561853597,332.952029457655,3.22437568164282,2457678.05352411,104.132787631854,0.322945962878416,"J2000"
"38",24,"1995-05-08",799916400000,10.8435350851,24255.9036317897,46063436,12,3,0.0666464,6.379,2458000.5,0.247374752858408,0.935217007381201,7.02845026992195,204.199348280267,330.344454730004,0.703867931311297,23.6524719416279,1.1665660834511,2458103.63707368,247.60414775645,1.08977158491803,"J2000"
"39",17.4,"1995-05-15",800521200000,36.9027872256,82547.8447448572,46238112,42,0,0.0508661,3.58,2458000.5,0.56397804445987,1.72359050773543,53.8282728237617,38.9872703801935,826.512768737267,0.751523303733208,114.969950053707,2.69565771173765,2458079.94326586,325.397297186163,0.435564958724113,"J2000"
"40",22.1,"1995-05-15",800521200000,15.7970850712,35336.4995957489,27445294,18,0,0.0549144,5.293,2458000.5,0.153836990772677,1.15781714942884,31.0424516089619,49.3199967658511,455.04924050865,0.979702043295711,246.833290251755,1.33593225556198,2458117.76361054,267.230040102893,0.791123175148243,"J2000"
"41",21.6,"1995-05-15",800521200000,20.2894533769,45385.478258723,30440984,30,0,0.0812573,5.01,2458000.5,0.476510032939035,1.25346871404695,5.80092536793395,191.258779661773,512.588283251968,0.656178295828387,147.937511284255,1.85075913226551,2458112.46002854,281.368451853231,0.702318043081446,"J2000"
"42",21,"1995-05-15",800521200000,24.7182552115,55292.265082575,51248596,18,2,0.00215466,4.092,2458000.5,0.533246260435289,1.65369661265653,7.5022751357867,74.4912420849893,776.751645750183,0.771869078062932,250.742243315576,2.53552414725014,2457669.89293506,153.225994471853,0.46346860282776,"J2000"
"43",22.2,"1995-05-15",800521200000,11.3966022742,25493.0596271651,34981784,26,1,0.0499383,5.512,2458000.5,0.498869693215726,1.10032726678894,10.787732082772,16.9804047632284,421.581203821739,0.551407340769043,125.979500992114,1.64924719280883,2457807.13533605,165.119503411849,0.853928013717192,"J2000"
"44",20.6,"1995-05-22",8.01126e+11,15.4554198905,34572.2287530241,16406984,8,7,0.0947896,4.044,2458000.5,0.490849798959416,1.66165055310195,22.1301664250267,72.2175789214407,782.3624022976,0.846029713171055,100.31537152057,2.47727139303284,2457629.30544127,170.803250194103,0.460144811333944,"J2000"
"45",18.8,"1995-05-22",8.01126e+11,19.5361708097,43700.4604841752,51898464,29,2,0.0613713,3.232,2458000.5,0.591282535960133,2.26958754510229,28.1773224081039,95.203000551295,1248.87460932011,0.927620065850674,158.521533093483,3.6115550243539,2458591.87460831,189.530637100273,0.288259523665057,"J2000"
"46",25.8,"1995-05-22",8.01126e+11,4.8238986328,10790.578851777,60106416,13,6,0.00120536,4.769,2458000.5,0.350066433319288,1.36593609139459,0.654497156774135,214.130232315393,583.10128344494,0.887767715737998,119.646571876547,1.84410446705118,2458076.20014304,313.263605706976,0.617388454151796,"J2000"
"47",24.3,"1995-06-08",802594800000,11.5082485302,25742.801137123,3868730.5,12,7,0.0222117,5.054,2458000.5,0.202625295607249,1.25365541909637,20.0036955332363,256.445328272015,512.70281309625,0.999633119212342,38.5665634361532,1.50767771898041,2458106.35488749,285.672809813962,0.702161156140208,"J2000"
"48",26.2,"1995-06-08",802594800000,7.9263615697,17730.478195275,24354582,12,6,0.00634687,5.537,2458000.5,0.119756632920036,1.1266019497571,6.50732687076859,242.582895641975,436.771381718326,0.991683893613046,318.516336615904,1.26152000590116,2458071.88929443,301.15881426521,0.82422982610194,"J2000"
"49",20.8,"1995-06-08",802594800000,19.6672789686,43993.7363247949,54831432,19,1,0.113249,6.447,2458000.5,0.299153917873014,0.912717016736762,21.0333489789841,87.5739283215994,318.495021618612,0.63967414527059,23.6169219970226,1.18575988820293,2458072.70600208,278.384404831394,1.13031594079699,"J2000"
"50",17.5,"1995-06-15",803199600000,16.1254927357,36071.1147004339,45024036,253,0,0.0636542,3.367,2458000.5,0.548401882296525,2.30671852942872,3.24614324115358,213.286301782675,1279.64744308968,1.04170974596174,98.0395632854609,3.57172731289571,2457601.27516872,112.312918715167,0.281327487460755,"J2000"
"51",22,"1995-06-15",803199600000,13.4752350082,30142.7531898207,9816599,17,7,0.0589302,5.364,2458000.5,0.30977234666475,1.15023129793606,20.0186281956633,268.096334033739,450.584447912949,0.793921449567168,70.135953631271,1.50654114630496,2458052.23419338,318.666328358358,0.798962329187071,"J2000"
"52",23,"1995-06-15",803199600000,4.3317191588,9689.6225864143,14103325,11,5,0.0949569,4.633,2458000.5,0.231820930706473,1.43838766634434,7.09666149780714,253.429518300764,630.104168308888,1.10493929881569,18.9283631016571,1.771836033873,2458088.20884745,309.888944289427,0.571334103321662,"J2000"
"53",21.5,"1995-06-15",803199600000,16.9382989689,37889.2809634901,46137780,50,4,0.0738937,3.5,2458000.5,0.526147418791492,2.16197805570567,4.44091130235128,237.856775267039,1161.11530358446,1.02445888221228,78.2419043467763,3.29949722919905,2458038.02990339,348.363976273232,0.310046727391026,"J2000"
"54",16.5,"1995-06-22",803804400000,13.1145420116,29335.9190257418,6895954,75,0,0.0436453,7.557,2458000.5,0.339979715986646,0.753184433640668,24.9272962782371,272.69281895157,238.753875806002,0.497117003805951,156.623937349032,1.00925186347538,2458103.87611385,204.126505344682,1.50782892543497,"J2000"
"55",20.2,"1995-06-22",803804400000,11.0655789028,24752.5934475897,73181936,38,0,0.0270542,5.556,2458000.5,0.461492035167489,1.08714222884905,18.2835214315469,246.750955268562,414.026343884022,0.58543474914098,256.042144434708,1.58884970855711,2458057.79866741,310.178242103194,0.869509888242386,"J2000"
"56",27.1,"1995-06-22",803804400000,12.5521761782,28077.9628930093,18219530,14,1,0.00108035,6.997,2458000.5,0.388447278836999,0.830728067890893,5.0596640770013,166.154480617129,276.5583358675,0.508034010465158,319.796198909085,1.15342212531663,2458016.80254491,338.778740660318,1.30171451484463,"J2000"
"57",27.2,"1995-06-22",803804400000,12.5265347443,28020.6055694341,55870700,7,7,0.00396247,6.385,2458000.5,0.360124156968803,0.929745406814184,0.495221710060206,323.492606456549,327.449618762162,0.594921625989609,264.26581609944,1.26456918763876,2458072.03320699,281.355979543298,1.09940576923218,"J2000"
"58",18.7,"1995-07-08",805186800000,24.3634556187,54498.6138735161,67884888,121,0,0.00197078,4.054,2458000.5,0.492126625285924,1.69497856339239,7.83911684920814,326.902468577604,806.018002383077,0.860834483058107,233.05573942036,2.52912264372666,2457919.65161829,36.1101331846324,0.446640148155032,"J2000"
"59",20.6,"1995-07-08",805186800000,8.9531690586,20027.3438671387,20690156,67,0,0.0355235,6.454,2456346.5,0.412094837075094,0.913852028065358,5.20849932163148,205.242572954568,319.08930409448,0.53725832544902,211.13010769699,1.2904457306817,2456372.82623736,330.298454608454,1.12821080299641,"J2000"
"60",18.1,"1995-07-08",805186800000,15.5946377133,34883.6451009315,57920168,45,0,0.243876,3.776,2458000.5,0.392904404842627,1.90717825097135,19.8015151218068,90.671469731107,962.022778164792,1.15783951534465,235.8207925628,2.65651698659805,2457630.10940908,138.604423676472,0.374211513667853,"J2000"
"61",19.5,"1995-07-08",805186800000,31.6077353288,70703.3431569976,61771396,26,0,0.00803028,3.594,2458000.5,0.537495150713184,1.85446205545162,38.5009155290415,124.794281285942,922.412870795681,0.857697693464769,237.716054600699,2.85122641743847,2458244.06789618,264.940135377195,0.390280764067679,"J2000"
"62",20.1,"1995-07-15",805791600000,31.1285563305,69631.4676556156,71772336,26,1,0.00799405,3.918,2458000.5,0.607312702227719,1.73386919363144,0.920945053774763,317.392857802347,833.917182618952,0.680868408337734,228.727684830912,2.78686997892515,2458218.50629277,265.887218740941,0.431697544436493,"J2000"
"63",20.2,"1995-07-15",805791600000,18.5175194475,41421.8392520459,48037648,32,0,0.141147,4.574,2458000.5,0.247647176142756,1.37650161152748,37.2227920657999,106.124859032674,589.879784795218,1.03561487447675,244.060825391465,1.71738834857821,2458248.69691519,208.526951131309,0.610293841693485,"J2000"
"64",19.7,"1995-07-15",805791600000,26.347867125,58937.5439719868,55637000,38,1,0.200346,3.568,2458000.5,0.436416167600886,1.89556158485653,40.7558999569074,296.318295687721,953.246622184949,1.06830786254198,56.5605408021147,2.72281530717107,2457581.92920427,158.076077016007,0.377656727673306,"J2000"
"65",16.7,"1995-07-22",806396400000,20.2917992454,45390.7257320525,60871124,94,0,0.256265,3.427,2458000.5,0.707411422929393,2.01644915065088,15.9512804436407,168.529986540123,1045.87393319646,0.589989987724177,167.100528920297,3.44290831357759,2458304.36921199,255.405255984654,0.344209745145619,"J2000"
"66",17.9,"1995-07-22",806396400000,15.3422196651,34319.0111688631,66316588,60,0,0.0451383,5.169,2458000.5,0.278078799919019,1.18956973508182,30.1225406141259,292.47575698467,473.896265655836,0.858775610730278,84.2046886005298,1.52036385943335,2458067.79332112,308.879960955237,0.759659921569096,"J2000"
"67",23.7,"1995-07-22",806396400000,9.8307494523,21990.4034498439,48873616,7,6,0.0752783,6.424,2458000.5,0.222717159391895,0.925365007447523,13.0828455843897,359.715169887141,325.138229047297,0.719270341588151,330.565024655643,1.13145967330689,2458031.55895119,325.610865072742,1.10722138413208,"J2000"
"68",20.3,"1995-07-22",806396400000,15.4140722175,34479.7381433718,72039488,13,2,0.0449381,7.609,2458000.5,0.271073410875235,0.75215313613615,19.1976308267857,358.658780094991,238.263673221287,0.548264420023219,347.462345999179,0.956041852249081,2458042.55609006,296.456144508039,1.51093112572662,"J2000"
"69",20.7,"1995-08-08",807865200000,14.6993080325,32880.8821378386,44574208,75,0,0.143015,4.911,2458000.5,0.249441069304206,1.31003473606265,14.9755113024751,119.311363753602,547.674655583112,0.983258270673526,267.378524483269,1.63681120145177,2458217.78453441,217.173539820518,0.657324556340308,"J2000"
"70",17.5,"1995-08-08",807865200000,21.255850666,47547.2123548732,45663968,55,0,0.0197173,3.356,2458000.5,0.574960298293839,2.23748660566077,16.1428485424045,116.819131616053,1222.47248546514,0.951020639441587,139.327694377184,3.52395257187996,2458453.14480869,226.702823117702,0.29448515551908,"J2000"
"71",20.3,"1995-08-08",807865200000,19.8486346,44399.4107366722,72342576,30,0,0.122189,4.593,2458000.5,0.256806994342822,1.36754650469295,37.3606936052482,118.961795367209,584.132785711376,1.01635099719872,305.888406883491,1.71874201218718,2458225.75356166,221.176629387204,0.616298226714976,"J2000"
"72",24.1,"1995-08-08",807865200000,9.509879717,21272.6499390487,5849801.5,15,6,0.00335624,6.997,2458000.5,0.407319307908017,0.830129386651669,1.91425666204,243.051912535672,276.259428572244,0.492001659406605,213.634668913314,1.16825711389673,2458037.14251654,312.250295950208,1.30312294447484,"J2000"
"73",22,"1995-08-08",807865200000,16.0610662796,35926.9991608739,73313632,22,1,0.013789,6.449,2458000.5,0.514665143164374,0.906144456759215,8.80530998697439,211.115735468062,315.06095416351,0.43978349019363,44.6338158622501,1.3725054233248,2458106.75474309,238.589501470589,1.14263603674979,"J2000"
"74",27.8,"1995-08-08",807865200000,20.4844542549,45821.6757228008,66852456,9,6,0.00229906,4.988,2458000.5,0.296916944550101,1.28821573178564,3.64895236873519,177.723795265662,534.049268578178,0.905722652782473,54.5703691896571,1.6707088107888,2458044.55501983,330.302726599383,0.674095109161826,"J2000"
"75",25.8,"1995-08-08",807865200000,19.5349282417,43697.6809839008,54720140,4,6,0.0041285,4.906,2458000.5,0.314229057273107,1.27714625028094,27.7952131520651,334.352603952119,527.180546294861,0.875829788055277,239.456828089199,1.6784627125066,2457812.92791796,128.088849270968,0.68287800551473,"J2000"
"76",21,"1995-08-15",8.0847e+11,24.3675548124,54507.783359907,64415952,17,2,0.164167,5.751,2458000.5,0.592063724910124,1.02204832684398,22.488144258735,64.9445727744464,377.403196558188,0.416930587414573,27.7111355635153,1.62716606627339,2457920.95988107,75.8722848039695,0.953886992169382,"J2000"
"77",20.5,"1995-08-15",8.0847e+11,14.2479431871,31871.2241151878,29983460,19,2,0.0640277,6.754,2458000.5,0.247892802415425,0.869240053242896,14.0736326332068,303.619451429382,296.011116814061,0.653761700472781,241.245718155293,1.08471840601301,2457852.55671414,179.924265958122,1.21617054073727,"J2000"
"78",26.5,"1995-08-15",8.0847e+11,15.4970037958,34665.2477908279,43464572,7,7,0.0200872,6.076,2458000.5,0.194466803604175,0.992841817458703,12.9328952495562,107.308006136735,361.342061746365,0.799767042732949,105.902569863164,1.18591659218446,2457830.55852691,169.31029290359,0.996285896693347,"J2000"
"79",19.2,"1995-08-15",8.0847e+11,19.8851596295,44481.1135751999,33564184,39,2,0.180276,3.715,2458000.5,0.636478825747435,1.84785468525464,12.0959199991357,242.808322026331,917.487487241566,0.671734305031872,165.623130428506,3.02397506547741,2458249.85202187,262.160270172038,0.392375923384354,"J2000"
"80",18.3,"1995-08-22",809074800000,3.6316313291,8123.5961200938,36989136,101,0,0.120423,4.57,2458000.5,0.275645195703379,1.46159974080043,7.55917399967717,122.457331089454,645.418058890465,1.05871679420749,249.739413603638,1.86448268739337,2457753.75627939,137.62822126574,0.557778009216033,"J2000"
"81",18.8,"1995-08-22",809074800000,10.6702066978,23868.1853622607,70651280,78,0,0.236062,4.729,2458000.5,0.1843426617058,1.37367524582843,21.2108936518656,137.047522687261,588.063920729605,1.12044829469305,101.188916419401,1.62690219696382,2458050.99103719,329.090480220705,0.612178348832133,"J2000"
"82",24.7,"1995-08-22",809074800000,19.6482727113,43951.2212278678,70551696,13,3,0.0285671,5.865,2458000.5,0.203051045590862,1.04260769413967,4.22223501558565,146.24487474079,388.84795136059,0.830905111703537,296.935809971822,1.25431027657581,2458180.93589822,192.950326389245,0.925811744000064,"J2000"
"83",24.4,"1995-08-22",809074800000,15.8283192329,35406.3672919635,49979660,3,6,0.00908397,7.176,2458000.5,0.362341281811157,0.804511168267072,14.9565157106721,206.128849634937,263.570343719337,0.51300356032579,327.946014101613,1.09601877620835,2458032.7400764,315.964592447247,1.3658592803724,"J2000"
"84",21.2,"1995-09-08",810543600000,12.8466218044,28736.6083143138,62941832,23,1,0.138005,5.122,2458000.5,0.172750555858406,1.22077940286268,25.7840306053717,157.224245276986,492.667843429631,1.00988908243766,76.3635728090676,1.4316697232877,2458195.52523612,217.492048768797,0.730715440029363,"J2000"
"85",18.2,"1995-09-08",810543600000,13.640816033,30513.1413841687,26301152,15,4,0.183099,2.929,2458000.5,0.586623929775743,2.85774691516637,22.6321358523961,342.212425937251,1764.5504259248,1.18132418948697,14.0525696730914,4.53416964084578,2458761.98816178,204.642729268038,0.204017972346312,"J2000"
"86",25,"1995-09-08",810543600000,1.4444125634,3231.0064629842,16750804,16,4,0.0448509,5.397,2458000.5,0.108415163783095,1.16782954891855,2.29423481930875,7.6341397453128,460.964644251497,1.0412191171018,19.2789990459031,1.29443998073529,2457870.11375,101.827874625062,0.78097095837916,"J2000"
"87",23,"1995-09-08",810543600000,12.1994444643,27288.9373221157,51441896,5,6,0.0896811,4.56,2458000.5,0.311335293033921,1.45264208648058,13.2105909746045,270.804844294299,639.493833003589,1.00038333681275,127.886822645674,1.90490083614842,2457684.26792758,178.021335305533,0.562945225459242,"J2000"
"88",19.5,"1995-09-15",811148400000,15.5196895769,34715.993614552,63934848,33,0,0.229332,5.34,2458000.5,0.554230336272885,1.12224725407488,24.4668944108904,191.252712401388,434.241427872221,0.500263781067639,29.4439157262564,1.74423072708213,2458125.67420988,256.226585799916,0.829031909193917,"J2000"
"89",24.8,"1995-09-15",811148400000,5.7721969184,12911.8272867715,60424960,29,5,0.0378689,5.004,2458000.5,0.188922652250993,1.29270207299687,0.976628312028211,45.2669133565693,536.841516788592,1.04848136879594,190.659107249221,1.5369227771978,2457869.14441893,88.0856038667283,0.670588970379069,"J2000"
"90",21.2,"1995-09-22",811753200000,33.0137345686,73848.4228565778,64146424,18,0,0.0443814,2.976,2458000.5,0.742919771407243,2.53508340879455,8.9477678748622,344.161592244442,1474.30319371164,0.651719822234608,118.259534376078,4.41844699535448,2457387.12986014,149.774653741476,0.244183151427407,"J2000"
