"Absolute.Magnitude","Est.Dia.in.KM.min.","Est.Dia.in.KM.max.","Est.Dia.in.KM.range","Close.Approach.Date","Relative.Velocity.in.KM.per.sec","Miss.Dist.in.KM","Orbit.Uncertainity","Minimum.Orbit.Intersection","Jupiter.Tisserand.Invariant","Eccentricity","Semi.Major.Axis","Inclination","Asc.Node.Longitude","Orbital.Period","Perihelion.Distance","Perihelion.Arg","Aphelion.Dist","Mean.Anomaly","Mean.Motion","Hazardous"
19.1,0.4023045798,0.8995803882,0.4972758084,19950208,10.8299262895,64425220,0,0.214004,4.862,0.14935796270144,1.32292378805863,21.2652315535571,122.436833193692,555.777121989752,1.12533458626492,297.729853694896,1.52051298985234,15.2318745471015,0.647741667939038,"False"
18.8,0.4619074603,1.0328564805,0.5709490202,19950208,39.6053279147,45023444,0,0.102643,3.242,0.861093330570998,1.98273858428813,10.0226360409773,163.209923412356,1019.75680942201,0.275415613091837,199.371458696314,3.69006155548442,37.5172573806191,0.353025345527279,"False"
25.2,0.0242412481,0.0542050786,0.0299638305,19950208,25.2112885836,74196656,6,0.0119773,6.89,0.441694355101388,0.837557008127906,19.7675921075523,243.614950945384,279.975476316904,0.467612805562203,41.6483224835708,1.20750121069361,96.6073547316492,1.28582690432685,"False"
21,0.1677084622,0.3750075218,0.2072990596,19950215,20.0192419349,71520800,1,0.0984179,6.469,0.452792293084196,0.907864592986423,8.27869574002769,114.379829288388,315.95850124477,0.49679050211815,7.39232656370337,1.3189386838547,36.167563286157,1.13939013693799,"False"
22.3,0.0921626549,0.2060819612,0.1139193063,19950215,8.5263208443,69003400,3,0.0259126,5.372,0.259732319532909,1.16651991571092,5.03504422559492,28.8520216092119,460.189455793967,0.86353699222199,271.614674402996,1.46950283919985,179.603118557667,0.782286502803265,"False"
22.7,0.0766575574,0.1714115092,0.0947539518,19950215,7.9195240447,16047525,4,0.0525422,6.519,0.151415852407946,0.91373031635136,5.86041492289007,177.857302330491,319.025559179923,0.775377061630036,90.6412563445916,1.05208357107268,203.986951593741,1.12843623227369,"False"
26.1,0.0160160338,0.0358129403,0.0197969065,19950215,4.6554785934,38220508,5,0.018587,6.36,0.171432882636506,0.939138958853473,11.9477947670769,229.066321759446,332.4246440438,0.778139659940975,227.549974979706,1.10013825776597,314.509425128765,1.08295220119892,"False"
20.6,0.2016299194,0.4508582062,0.2492282868,19950215,2.1643728488,63257484,2,0.183818,3.753,0.407470352136872,1.97847130890162,4.06169556322702,142.259751083539,1016.46648087561,1.17230290797078,38.6604421772488,2.78463970983246,15.1105687601571,0.354168097790975,"False"
21.7,0.1214940408,0.2716689341,0.1501748933,19950222,28.4189542612,7261686.5,1,0.0128745,6.152,0.868418907496108,0.906733742515988,4.03507427018386,342.784208232154,315.368340772234,0.119309016450396,322.390495783912,1.69415846858158,303.979298610683,1.14152231995919,"True"
23.9,0.04411182,0.0986370281,0.0545252081,19950222,17.5649076525,64932800,1,0.0453154,6.298,0.3973810059712,0.940325840390895,11.6076647207195,195.370087214147,333.05501929346,0.566658211995647,315.241874319619,1.31399346878614,255.18774350847,1.08090249101695,"False"
21.3,0.1460679643,0.3266178974,0.1805499331,19950222,19.223165458,15266183,4,0.0140066,5.149,0.249424882723609,1.18399343738887,35.2402424959676,149.156559889337,470.5679773705,0.888676013122627,55.2165096210231,1.47931086165511,141.029651175065,0.765032933204793,"True"
19.3,0.3669061375,0.8204270649,0.4535209274,19950308,13.5763026447,52470692,0,0.00132059,5.308,0.190284255403881,1.18956055949551,5.88390331782979,251.591106336594,473.890782663659,0.96320591417408,211.446773978635,1.41591520481694,154.021706818727,0.759668710955933,"True"
28.6,0.0050647146,0.0113250461,0.0062603315,19950308,9.8741431619,21946004,6,0.00220111,5.349,0.229959583978606,1.176188921427,1.99054843156458,336.873504697482,465.922896885845,0.905713006375406,120.062344755171,1.4466648364786,157.610208991109,0.772660031104252,"False"
21.2,0.1529519353,0.3420109247,0.1890589894,19950308,15.938707162,25865906,6,0.0667857,4.469,0.437398953051165,1.44241490519732,24.5684218807744,151.731913719287,632.752295183897,0.811504135798615,97.0778195684764,2.07332567459602,317.562308746124,0.568943017259816,"False"
22.8,0.0732073989,0.1636967205,0.0904893216,19950308,11.7404134833,49843512,6,0.0452308,6.708,0.513906570440738,0.865355364715251,6.81269289848036,64.1262750262719,294.028997023525,0.420643557021943,292.883188064574,1.31006717240856,140.198004684855,1.22436903721845,"False"
23.6,0.0506471459,0.1132504611,0.0626033152,19950315,3.8380167643,12937927,0,0.0231683,5.694,0.175528100297145,1.08505391952708,1.49970798724319,143.972093446893,412.833951981386,0.894596466312521,2.12464714448126,1.27551137274164,343.278083764818,0.872021301233073,"False"
21.7,0.1214940408,0.2716689341,0.1501748933,19950322,7.5148753568,74676320,0,0.072723,4.988,0.180694935438484,1.29871285388424,2.88384826750071,42.7745945849694,540.5901587784,1.06404201859849,283.678905883017,1.53338368916998,282.447921347354,0.665938870980394,"False"
20.1,0.2538370294,0.5675968529,0.3137598235,19950322,14.3828211868,62975644,0,0.286119,5.55,0.608529112903492,1.0677295653982,19.7660942145188,228.348309578269,402.986344143219,0.417985040145603,179.905593092836,1.7174740906508,203.254479012477,0.893330519090886,"False"
27.4,0.0088014652,0.0196806745,0.0108792093,19950322,7.3391408326,10631156,7,0.00184403,5.435,0.221635471193458,1.14962248448415,7.43078591453331,330.783199819839,450.22675606741,0.894825363440914,290.483642842627,1.40441960552739,144.196590234732,0.799597081134154,"False"
23.9,0.04411182,0.0986370281,0.0545252081,19950322,10.5995937061,58869008,5,0.110326,4.698,0.225484982477186,1.40832575571562,8.11396231201178,158.226055787611,610.454233045997,1.09076944736591,28.4122281973256,1.72588206406532,164.561870327472,0.589724799193709,"False"
26.9,0.0110803882,0.0247765013,0.0136961131,19950322,22.8246286413,70754448,7,0.00602602,6.938,0.299733270380351,0.841631580524263,10.2769400280011,171.177258057229,282.021008690968,0.589366594438342,218.220492107124,1.09389656661018,87.3399513801906,1.27650064678153,"False"
17.3,0.9216265485,2.0608196123,1.1391930638,19950408,22.9603499373,12975059,0,0.0591071,3.12,0.776643888773454,2.26319603381811,9.06450717374057,352.691410764323,1243.60278773399,0.505498665056956,299.739334196395,4.02089340257927,191.454329091335,0.289481499680432,"False"
26.5,0.0133215567,0.0297879063,0.0164663496,19950408,7.5164621883,35312740,1,0.00576149,6.132,0.0139484975142376,0.988667858326567,4.32090819981325,264.405602216797,359.065806818629,0.974877427162292,87.816443038959,1.00245828949084,58.2440243419709,1.00260173250594,"False"
18.8,0.4619074603,1.0328564805,0.5709490202,19950408,21.5347344882,69933392,1,0.264451,3.214,0.444599779749742,2.25057462919557,40.074906324106,190.802322714037,1233.21430837665,1.24996964474486,16.1745500290016,3.25117961364628,217.612022828001,0.291920064140261,"False"
20.8,0.1838886721,0.411187571,0.2272988989,19950415,8.1878859535,57238648,2,0.0497576,5.797,0.296206128798872,1.05207940264093,7.90647349638984,128.840540796347,394.158779169758,0.740447035595629,242.293197578416,1.36371176968623,109.065576703302,0.913337515298507,"True"
25.6,0.0201629919,0.0450858206,0.0249228287,19950415,14.0912031607,40237380,7,0.024568,6.797,0.198610406795822,0.863323089035634,15.2906013411329,18.6394879034044,292.993820551631,0.691858139126041,344.800531444118,1.03478803894523,197.265436793637,1.22869485548267,"False"
18.9,0.4411182,0.9863702813,0.5452520813,19950508,14.3425306846,33947260,0,0.00433054,3.539,0.532484748260494,2.10401812174821,8.16852452420912,299.021681567557,1114.73757650141,0.983660561853597,332.952029457655,3.22437568164282,104.132787631854,0.322945962878416,"True"
24,0.0421264611,0.0941976306,0.0520711695,19950508,10.8435350851,46063436,3,0.0666464,6.379,0.247374752858408,0.935217007381201,7.02845026992195,204.199348280267,330.344454730004,0.703867931311297,23.6524719416279,1.1665660834511,247.60414775645,1.08977158491803,"False"
17.4,0.8801465209,1.9680674509,1.08792093,19950515,36.9027872256,46238112,0,0.0508661,3.58,0.56397804445987,1.72359050773543,53.8282728237617,38.9872703801935,826.512768737267,0.751523303733208,114.969950053707,2.69565771173765,325.397297186163,0.435564958724113,"False"
22.1,0.1010543415,0.2259643771,0.1249100356,19950515,15.7970850712,27445294,0,0.0549144,5.293,0.153836990772677,1.15781714942884,31.0424516089619,49.3199967658511,455.04924050865,0.979702043295711,246.833290251755,1.33593225556198,267.230040102893,0.791123175148243,"False"
21.6,0.1272198785,0.2844722965,0.157252418,19950515,20.2894533769,30440984,0,0.0812573,5.01,0.476510032939035,1.25346871404695,5.80092536793395,191.258779661773,512.588283251968,0.656178295828387,147.937511284255,1.85075913226551,281.368451853231,0.702318043081446,"False"
21,0.1677084622,0.3750075218,0.2072990596,19950515,24.7182552115,51248596,2,0.00215466,4.092,0.533246260435289,1.65369661265653,7.5022751357867,74.4912420849893,776.751645750183,0.771869078062932,250.742243315576,2.53552414725014,153.225994471853,0.46346860282776,"True"
22.2,0.096506147,0.2157943048,0.1192881578,19950515,11.3966022742,34981784,1,0.0499383,5.512,0.498869693215726,1.10032726678894,10.787732082772,16.9804047632284,421.581203821739,0.551407340769043,125.979500992114,1.64924719280883,165.119503411849,0.853928013717192,"False"
20.6,0.2016299194,0.4508582062,0.2492282868,19950522,15.4554198905,16406984,7,0.0947896,4.044,0.490849798959416,1.66165055310195,22.1301664250267,72.2175789214407,782.3624022976,0.846029713171055,100.31537152057,2.47727139303284,170.803250194103,0.460144811333944,"False"
18.8,0.4619074603,1.0328564805,0.5709490202,19950522,19.5361708097,51898464,2,0.0613713,3.232,0.591282535960133,2.26958754510229,28.1773224081039,95.203000551295,1248.87460932011,0.927620065850674,158.521533093483,3.6115550243539,189.530637100273,0.288259523665057,"False"
25.8,0.0183888672,0.0411187571,0.0227298899,19950522,4.8238986328,60106416,6,0.00120536,4.769,0.350066433319288,1.36593609139459,0.654497156774135,214.130232315393,583.10128344494,0.887767715737998,119.646571876547,1.84410446705118,313.263605706976,0.617388454151796,"False"
24.3,0.0366906138,0.0820427065,0.0453520927,19950608,11.5082485302,3868730.5,7,0.0222117,5.054,0.202625295607249,1.25365541909637,20.0036955332363,256.445328272015,512.70281309625,0.999633119212342,38.5665634361532,1.50767771898041,285.672809813962,0.702161156140208,"False"
26.2,0.0152951935,0.0342010925,0.018905899,19950608,7.9263615697,24354582,6,0.00634687,5.537,0.119756632920036,1.1266019497571,6.50732687076859,242.582895641975,436.771381718326,0.991683893613046,318.516336615904,1.26152000590116,301.15881426521,0.82422982610194,"False"
20.8,0.1838886721,0.411187571,0.2272988989,19950608,19.6672789686,54831432,1,0.113249,6.447,0.299153917873014,0.912717016736762,21.0333489789841,87.5739283215994,318.495021618612,0.63967414527059,23.6169219970226,1.18575988820293,278.384404831394,1.13031594079699,"False"
17.5,0.8405334021,1.8794898244,1.0389564223,19950615,16.1254927357,45024036,0,0.0636542,3.367,0.548401882296525,2.30671852942872,3.24614324115358,213.286301782675,1279.64744308968,1.04170974596174,98.0395632854609,3.57172731289571,112.312918715167,0.281327487460755,"False"
22,0.1058168859,0.2366137501,0.1307968642,19950615,13.4752350082,9816599,7,0.0589302,5.364,0.30977234666475,1.15023129793606,20.0186281956633,268.096334033739,450.584447912949,0.793921449567168,70.135953631271,1.50654114630496,318.666328358358,0.798962329187071,"False"
23,0.0667659413,0.1492931834,0.0825272421,19950615,4.3317191588,14103325,5,0.0949569,4.633,0.231820930706473,1.43838766634434,7.09666149780714,253.429518300764,630.104168308888,1.10493929881569,18.9283631016571,1.771836033873,309.888944289427,0.571334103321662,"False"
21.5,0.1332155667,0.2978790628,0.1646634961,19950615,16.9382989689,46137780,4,0.0738937,3.5,0.526147418791492,2.16197805570567,4.44091130235128,237.856775267039,1161.11530358446,1.02445888221228,78.2419043467763,3.29949722919905,348.363976273232,0.310046727391026,"False"
16.5,1.332155667,2.978790628,1.646634961,19950622,13.1145420116,6895954,0,0.0436453,7.557,0.339979715986646,0.753184433640668,24.9272962782371,272.69281895157,238.753875806002,0.497117003805951,156.623937349032,1.00925186347538,204.126505344682,1.50782892543497,"True"
20.2,0.2424124811,0.5420507863,0.2996383052,19950622,11.0655789028,73181936,0,0.0270542,5.556,0.461492035167489,1.08714222884905,18.2835214315469,246.750955268562,414.026343884022,0.58543474914098,256.042144434708,1.58884970855711,310.178242103194,0.869509888242386,"True"
27.1,0.0101054342,0.0225964377,0.0124910035,19950622,12.5521761782,18219530,1,0.00108035,6.997,0.388447278836999,0.830728067890893,5.0596640770013,166.154480617129,276.5583358675,0.508034010465158,319.796198909085,1.15342212531663,338.778740660318,1.30171451484463,"False"
27.2,0.0096506147,0.0215794305,0.0119288158,19950622,12.5265347443,55870700,7,0.00396247,6.385,0.360124156968803,0.929745406814184,0.495221710060206,323.492606456549,327.449618762162,0.594921625989609,264.26581609944,1.26456918763876,281.355979543298,1.09940576923218,"False"
18.7,0.4836764882,1.0815335068,0.5978570186,19950708,24.3634556187,67884888,0,0.00197078,4.054,0.492126625285924,1.69497856339239,7.83911684920814,326.902468577604,806.018002383077,0.860834483058107,233.05573942036,2.52912264372666,36.1101331846324,0.446640148155032,"True"
20.6,0.2016299194,0.4508582062,0.2492282868,19950708,8.9531690586,20690156,0,0.0355235,6.454,0.412094837075094,0.913852028065358,5.20849932163148,205.242572954568,319.08930409448,0.53725832544902,211.13010769699,1.2904457306817,330.298454608454,1.12821080299641,"True"
18.1,0.6376097899,1.4257388333,0.7881290434,19950708,15.5946377133,57920168,0,0.243876,3.776,0.392904404842627,1.90717825097135,19.8015151218068,90.671469731107,962.022778164792,1.15783951534465,235.8207925628,2.65651698659805,138.604423676472,0.374211513667853,"False"
19.5,0.3346223745,0.7482383761,0.4136160016,19950708,31.6077353288,61771396,0,0.00803028,3.594,0.537495150713184,1.85446205545162,38.5009155290415,124.794281285942,922.412870795681,0.857697693464769,237.716054600699,2.85122641743847,264.940135377195,0.390280764067679,"True"
20.1,0.2538370294,0.5675968529,0.3137598235,19950715,31.1285563305,71772336,1,0.00799405,3.918,0.607312702227719,1.73386919363144,0.920945053774763,317.392857802347,833.917182618952,0.680868408337734,228.727684830912,2.78686997892515,265.887218740941,0.431697544436493,"True"
20.2,0.2424124811,0.5420507863,0.2996383052,19950715,18.5175194475,48037648,0,0.141147,4.574,0.247647176142756,1.37650161152748,37.2227920657999,106.124859032674,589.879784795218,1.03561487447675,244.060825391465,1.71738834857821,208.526951131309,0.610293841693485,"False"
19.7,0.3051792326,0.6824015094,0.3772222768,19950715,26.347867125,55637000,1,0.200346,3.568,0.436416167600886,1.89556158485653,40.7558999569074,296.318295687721,953.246622184949,1.06830786254198,56.5605408021147,2.72281530717107,158.076077016007,0.377656727673306,"False"
16.7,1.214940408,2.7166893409,1.5017489329,19950722,20.2917992454,60871124,0,0.256265,3.427,0.707411422929393,2.01644915065088,15.9512804436407,168.529986540123,1045.87393319646,0.589989987724177,167.100528920297,3.44290831357759,255.405255984654,0.344209745145619,"False"
17.9,0.6991252322,1.5632915441,0.8641663119,19950722,15.3422196651,66316588,0,0.0451383,5.169,0.278078799919019,1.18956973508182,30.1225406141259,292.47575698467,473.896265655836,0.858775610730278,84.2046886005298,1.52036385943335,308.879960955237,0.759659921569096,"True"
23.7,0.0483676488,0.1081533507,0.0597857019,19950722,9.8307494523,48873616,6,0.0752783,6.424,0.222717159391895,0.925365007447523,13.0828455843897,359.715169887141,325.138229047297,0.719270341588151,330.565024655643,1.13145967330689,325.610865072742,1.10722138413208,"False"
20.3,0.2315021222,0.5176544822,0.28615236,19950722,15.4140722175,72039488,2,0.0449381,7.609,0.271073410875235,0.75215313613615,19.1976308267857,358.658780094991,238.263673221287,0.548264420023219,347.462345999179,0.956041852249081,296.456144508039,1.51093112572662,"True"
20.7,0.1925550782,0.4305662442,0.238011166,19950808,14.6993080325,44574208,0,0.143015,4.911,0.249441069304206,1.31003473606265,14.9755113024751,119.311363753602,547.674655583112,0.983258270673526,267.378524483269,1.63681120145177,217.173539820518,0.657324556340308,"False"
17.5,0.8405334021,1.8794898244,1.0389564223,19950808,21.255850666,45663968,0,0.0197173,3.356,0.574960298293839,2.23748660566077,16.1428485424045,116.819131616053,1222.47248546514,0.951020639441587,139.327694377184,3.52395257187996,226.702823117702,0.29448515551908,"True"
20.3,0.2315021222,0.5176544822,0.28615236,19950808,19.8486346,72342576,0,0.122189,4.593,0.256806994342822,1.36754650469295,37.3606936052482,118.961795367209,584.132785711376,1.01635099719872,305.888406883491,1.71874201218718,221.176629387204,0.616298226714976,"False"
24.1,0.040230458,0.0899580388,0.0497275808,19950808,9.509879717,5849801.5,6,0.00335624,6.997,0.407319307908017,0.830129386651669,1.91425666204,243.051912535672,276.259428572244,0.492001659406605,213.634668913314,1.16825711389673,312.250295950208,1.30312294447484,"False"
22,0.1058168859,0.2366137501,0.1307968642,19950808,16.0610662796,73313632,1,0.013789,6.449,0.514665143164374,0.906144456759215,8.80530998697439,211.115735468062,315.06095416351,0.43978349019363,44.6338158622501,1.3725054233248,238.589501470589,1.14263603674979,"True"
27.8,0.0073207399,0.016369672,0.0090489321,19950808,20.4844542549,66852456,6,0.00229906,4.988,0.296916944550101,1.28821573178564,3.64895236873519,177.723795265662,534.049268578178,0.905722652782473,54.5703691896571,1.6707088107888,330.302726599383,0.674095109161826,"False"
25.8,0.0183888672,0.0411187571,0.0227298899,19950808,19.5349282417,54720140,6,0.0041285,4.906,0.314229057273107,1.27714625028094,27.7952131520651,334.352603952119,527.180546294861,0.875829788055277,239.456828089199,1.6784627125066,128.088849270968,0.68287800551473,"False"
21,0.1677084622,0.3750075218,0.2072990596,19950815,24.3675548124,64415952,2,0.164167,5.751,0.592063724910124,1.02204832684398,22.488144258735,64.9445727744464,377.403196558188,0.416930587414573,27.7111355635153,1.62716606627339,75.8722848039695,0.953886992169382,"False"
20.5,0.2111324448,0.4721064988,0.260974054,19950815,14.2479431871,29983460,2,0.0640277,6.754,0.247892802415425,0.869240053242896,14.0736326332068,303.619451429382,296.011116814061,0.653761700472781,241.245718155293,1.08471840601301,179.924265958122,1.21617054073727,"False"
26.5,0.0133215567,0.0297879063,0.0164663496,19950815,15.4970037958,43464572,7,0.0200872,6.076,0.194466803604175,0.992841817458703,12.9328952495562,107.308006136735,361.342061746365,0.799767042732949,105.902569863164,1.18591659218446,169.31029290359,0.996285896693347,"False"
19.2,0.3841978911,0.8590926012,0.4748947101,19950815,19.8851596295,33564184,2,0.180276,3.715,0.636478825747435,1.84785468525464,12.0959199991357,242.808322026331,917.487487241566,0.671734305031872,165.623130428506,3.02397506547741,262.160270172038,0.392375923384354,"False"
18.3,0.5815070396,1.30028927,0.7187822304,19950822,3.6316313291,36989136,0,0.120423,4.57,0.275645195703379,1.46159974080043,7.55917399967717,122.457331089454,645.418058890465,1.05871679420749,249.739413603638,1.86448268739337,137.62822126574,0.557778009216033,"False"
18.8,0.4619074603,1.0328564805,0.5709490202,19950822,10.6702066978,70651280,0,0.236062,4.729,0.1843426617058,1.37367524582843,21.2108936518656,137.047522687261,588.063920729605,1.12044829469305,101.188916419401,1.62690219696382,329.090480220705,0.612178348832133,"False"
24.7,0.0305179233,0.0682401509,0.0377222276,19950822,19.6482727113,70551696,3,0.0285671,5.865,0.203051045590862,1.04260769413967,4.22223501558565,146.24487474079,388.84795136059,0.830905111703537,296.935809971822,1.25431027657581,192.950326389245,0.925811744000064,"False"
24.4,0.0350392641,0.0783501764,0.0433109123,19950822,15.8283192329,49979660,6,0.00908397,7.176,0.362341281811157,0.804511168267072,14.9565157106721,206.128849634937,263.570343719337,0.51300356032579,327.946014101613,1.09601877620835,315.964592447247,1.3658592803724,"False"
21.2,0.1529519353,0.3420109247,0.1890589894,19950908,12.8466218044,62941832,1,0.138005,5.122,0.172750555858406,1.22077940286268,25.7840306053717,157.224245276986,492.667843429631,1.00988908243766,76.3635728090676,1.4316697232877,217.492048768797,0.730715440029363,"False"
18.2,0.6089126221,1.3615700154,0.7526573933,19950908,13.640816033,26301152,4,0.183099,2.929,0.586623929775743,2.85774691516637,22.6321358523961,342.212425937251,1764.5504259248,1.18132418948697,14.0525696730914,4.53416964084578,204.642729268038,0.204017972346312,"False"
25,0.02658,0.0594346868,0.0328546868,19950908,1.4444125634,16750804,4,0.0448509,5.397,0.108415163783095,1.16782954891855,2.29423481930875,7.6341397453128,460.964644251497,1.0412191171018,19.2789990459031,1.29443998073529,101.827874625062,0.78097095837916,"False"
23,0.0667659413,0.1492931834,0.0825272421,19950908,12.1994444643,51441896,6,0.0896811,4.56,0.311335293033921,1.45264208648058,13.2105909746045,270.804844294299,639.493833003589,1.00038333681275,127.886822645674,1.90490083614842,178.021335305533,0.562945225459242,"False"
19.5,0.3346223745,0.7482383761,0.4136160016,19950915,15.5196895769,63934848,0,0.229332,5.34,0.554230336272885,1.12224725407488,24.4668944108904,191.252712401388,434.241427872221,0.500263781067639,29.4439157262564,1.74423072708213,256.226585799916,0.829031909193917,"False"
24.8,0.0291443905,0.0651688382,0.0360244477,19950915,5.7721969184,60424960,5,0.0378689,5.004,0.188922652250993,1.29270207299687,0.976628312028211,45.2669133565693,536.841516788592,1.04848136879594,190.659107249221,1.5369227771978,88.0856038667283,0.670588970379069,"False"
21.2,0.1529519353,0.3420109247,0.1890589894,19950922,33.0137345686,64146424,0,0.0443814,2.976,0.742919771407243,2.53508340879455,8.9477678748622,344.161592244442,1474.30319371164,0.651719822234608,118.259534376078,4.41844699535448,149.774653741476,0.244183151427407,"True"
20.8,0.1838886721,0.411187571,0.2272988989,19950922,12.2330316667,37765468,5,0.214825,3.914,0.398025537632946,1.77780758761462,22.9516041065269,344.096867385642,865.815905954491,1.07019476674638,64.4472866108216,2.48542040848287,69.4657231625648,0.415792777106734,"False"
25.4,0.022108281,0.0494356193,0.0273273383,19951008,8.178060535,18553526,6,0.00361704,6.246,0.396835645476009,0.952890381194718,1.50476564948293,9.7503830776467,339.752641099253,0.574749511705432,127.490029963626,1.331031250684,128.509808648151,1.05959441208533,"False"
20.4,0.2210828104,0.4943561926,0.2732733822,19951008,13.9990858768,40918004,1,0.0511177,6.484,0.514787632281546,0.893857579917185,21.0935803696541,12.9613718095947,308.674616924509,0.433710752754704,218.619268916666,1.35400440707967,85.1151305460568,1.1662766559391,"False"
19.1,0.4023045798,0.8995803882,0.4972758084,19951008,15.4776155215,31246566,1,0.00672532,3.275,0.711950749816825,2.17624013538681,13.3036865006296,355.478792428073,1172.62365318891,0.6268643392167,86.2306442252115,3.72561593155691,280.345658619532,0.307003870356011,"True"
22.8,0.0732073989,0.1636967205,0.0904893216,19951008,10.3538812075,15399087,6,0.0224851,5.303,0.270634425980405,1.1854022678683,6.07246161756396,10.3818909768469,471.408118447136,0.864591605547894,81.3195672780823,1.50621293018871,307.093083653724,0.763669495523061,"False"
24.5,0.0334622374,0.0748238376,0.0413616002,19951008,7.0350792638,17480564,6,0.025176,6.661,0.249922240061966,0.88554567444575,10.8007133035958,4.52378359908149,304.379133188598,0.664228115811083,216.088514827759,1.10686323308042,246.409379989169,1.18273547936329,"False"
24.4,0.0350392641,0.0783501764,0.0433109123,19951015,4.5430541949,63164000,8,0.0247658,4.545,0.398751214499961,1.45511816806654,2.69888302601802,12.4710840179754,641.129590515496,0.874888031309047,93.6900603202154,2.03534830482403,36.039263110496,0.561508945033319,"False"
26.6,0.0127219879,0.0284472297,0.0157252418,19951015,23.6998713743,69715352,7,0.0242782,7.499,0.347199599962123,0.759860869619828,24.7803710828535,22.3839121119004,241.935471502298,0.496037479660952,185.417263475705,1.0236842595787,133.490473219178,1.48800007607227,"False"
19.5,0.3346223745,0.7482383761,0.4136160016,19951022,7.5419072602,71767928,0,0.107051,5.1,0.271942042350348,1.24231967752022,14.2451685877341,98.3281987225084,505.764652064315,0.90448072716335,169.728133002166,1.5801586278771,24.7951619652926,0.711793516076369,"False"
24.5,0.0334622374,0.0748238376,0.0413616002,19951022,11.2868147134,39248196,6,0.025664,6.113,0.0573370056826979,0.989173520926894,11.6322903264905,357.789502255069,359.341312938219,0.932457273136334,306.666110975172,1.04588976871745,141.999884390847,1.00183304017118,"False"
22.1,0.1010543415,0.2259643771,0.1249100356,19951022,23.7222056845,52415584,1,0.095436,6.55,0.244817999280308,0.8821099863816,35.3155168675251,195.150708909117,302.6094840051,0.666153584370476,187.955144428866,1.09806638839272,142.181530261434,1.18965207314498,"False"
25.3,0.0231502122,0.0517654482,0.028615236,19951022,11.6461113709,44981772,6,0.0618104,6.504,0.155414040530016,0.91325910874817,13.0912050632984,252.534459943041,318.778810411835,0.771325820606775,344.091615887813,1.05519239688956,147.910762863098,1.12930969136534,"False"
